texto,classe
prestação de serviços de capacitação e qualificação de profissionais da saúde acs e ace para atarem na comunidade com estigmas causadas pela covid,0
o contratado se obriga a prestar serviços como motorista escolar em virtude do estabelecimento do ensino remoto junto ao municipio de curral novo do piaui,0
o contratado atuara nas ações de controle e combate ao covid prestando serviços nas barreiras sanitárias do municipio de guadalupe pi,0
o contratado exercerá atividades concernentes a de fiscal sanitário no combate a pandemia do covid,0
o contratado atuará nas ações de controle e combate ao covid prestando serviços nas barreiras sanitárias do municipio de guadalupe pi,0
material diverso para construção,0
vidro para esquadria miniboreal,0
constitui objeto do presente instrumento contratual a contratação de pessoa jurídíca objetivando a locação de veículo de pequeno porte tração dianteira quatro portas sem condutor no enfrentamento da pandemia do novocoronavirus covid para atender as necessidades da secretaria municipal de saúde do município de lagoa do sítio pl,0
o presente contrato tem por objeto a contratação de profissional para promover o rastreamento de pessoas possivelmente contaminadas pelo novo coronavírus no âmbito do programa busca ativa covid  na zona urbana e rural do municipio conforme termo de cooperação firmado entre a secretaria de estado da saúde sesapi e o municipio de marcolandia estado do piaui valor de por dia trabalhado,0
o presente contrato tem por objeto a contratação de profissional para promover o rastreamento de pessoas possivelmente contaminadas pelo novo coronavírus no ambito do programa busca ativa covid  na zona urbana e rural do municipio conforme termo de cooperação firmado entre a secretaria de estado da saúde sesapi e o município de marcolandia estado do piauí valor de por dia trabalhado,0
prestação de seiviço em razão de calamidade pública como ajudante geral na vigilância epidemiológica da secretaria municipal de saúde,0
prestação de serviços de suporte no sjstema e sus pec cds cnes e esus ve para o centro de enfrentamento do covld  no âmbito da atenção primária à saúde do municipio de padre marcos pi publicado originalmente em pg,0
a aquisiçao de materiais de telefonia para instalação de nove ramais novos na urgencia e emergencia samu para melhoria de comunicaçao entre os profissionais do samu para o periodo de no municipio de parnaiba pi de interesse da secretaria municipal de saude,0
o presente contrato tem como objeto a locação de quatro maquinas fotocopiadoras para os trabalhos diarios do hospital de campanha n sra de fatima no municipio de parnaiba pi,0
retificação publicada no diario do dia mudança do objeto a contratada se obriga a prestar serviços como atendente da rede socioassistencial no cras parque de exposição neste executara ações de enfretamento da pandemia covid  como o aumento da capacidade de atendimento da rede socioassistencial às familias e indivíduos em situação de risco e vulnerabilidade social a preservação da oferta regular e essencial dos serviços programas e benefícios socioassistenciais por meio da reorganização da oferta com vistas ao atendimento das medidas de prevenção cautela e redução do risco de transmissão da covid  e o desenvolvimento de ações voltadas à proteção social orientação e informação da população em situação de vulnerabilidade e risco social com vistas à prevenção da covid  e disseminação do vírus,0
retificação publicada no diario do dia    mudança do objeto a contratada se obriga a prestar serviços como atendente da rede socioassistencial no cras parque de exposição neste municipio executara ações de enfretamento da pandemia covid  como o aumento da capacidade de atendimento da rede socioassistencial às famílias e indivíduos em situação de risco e vulnerabilidade social a preservação da oferta regular e essencial dos serviços programas e benefícios socioassistenciais por meio da reorganização da oferta com vistas ao atendimento das medidas de prevenção cautela e redução do risco de transmissao da covid  e o desenvolvimento de ações voltadas à proteção social orientação e informação da população em situação de vulnerabilidade e risco social com vistas à prevenção da covid  e disseminação do vírus,0
o contratado se obriga a prestar serviços como atendente da rede socioassistencial no cras morada do sol executara ações de enfretamento da pandemia covid  como o aumento da capacidade de atendimento da rede socioassistencial às fa mílias e indivíduos em situação de risco e vulnerabilidade social a preservação da oferta regular e essencial dos serviços programas e benefícios socioassistenciais por meio da reorganização da oferta com vistas ao atendimento das medidas de prevenção cautela e redução do risco de transmissão da covid  e o desenvolvimento de ações voltadas à proteção social orientação e informação da população em situação de vulnerabilidade e risco social com vistas à prevenção da covid  e disseminação do vírus,0
prestação de serviços como fiscal de barreira neste municipio de são francisco de assis do piaui estado do piaui lotado na secretaria de saúde enquanto perdura a pandemia covid  valor diário r oitenta reais por plantão de oito horas,0
prestação de serviços como motorista da equipe de vigilância sanitária neste municipio de são francisco de assis do piaui estado do piaui lotado na secretaria de saúde enquanto perdura a pandemia covid,0
veiculação de programa televisivo  em casa eu aprendo  para transmissão das aulas veiculação de conteúdo educativo didático execução do regime especial de atividades pedagógicas não presenciais com a finalidade de alcançar a totalidade dos alunos integrantes desta rede municipal de ensino efetivamente matriculados diretamente afetados com a situação atual de calamidade pública que assola o país e este município com a suspensão do período letivo presencial,0
aquisição de material eletrico para a realização manutenção predial e adequação emergenciais na ala d em virtude da situação de emergência na forma estabelecida pela lei,0
aquisição de cartucho de tonneres,0
aquisição de materiais de sanitização para usos pela secretaria municipal de saúde em ações no enfrentamento e combate a emergência de saúde pública de importância internacional decorrente do novo corona vírus covid  no município de abreu pi,0
aquisição de materiais de limpeza para uso pela secretaria municipal de saúde em ações no enfrentamento e combate a emergência de saúde pública de importância internacional decorrente do novo corona vírus covid  no município de abreu pi,0
constitui objeto do presente contrato a prestação de serviços de enfermeiro para o centro de referencia do covid  posto de saude maria socorro reis no municipio de baixa grande do ribelro pi,1
prorrogação até de setembro de o prazo de vigência do contrato  mediante a emissão deste termo aditivo confome artigo inciso ii da lei a fim de que nao haja descontinuidade no serviços especializado de técnico de enfermagem para trabalhar no enfrentamento da emergência de saúde pública em baro duro pi e na importancia decorrente do novo coronavírus covid  visando suprir a necessidade temporária de excepcional interesse público do contratante no âmbito da secretaria municipal de saúde de barro duro pi valor de r oitenta reais para o plantão de doze horas,1
constitui objeto do presente instrumento a contratação de um profissional na função de técnico de enfermagem para trabalhar no enfrentamento da emergência de saúde pública em barro duro pi e na impotância decorrente do novo coronavirus covid  visando suprir a necessidade temporária de excepcional interesse público do contratante no âmbito da secretaria municipal de saúde de barro duro pi valor de r oitenta reais para o plantão de doze horas,1
recepcionista do posto sentinela no bairro sincerino para atendimento dos suspeitos de covid  para fins de enfrentamento da emergência de saúde pública de importância internacional decorrente do novo coronavírus causador da covid,0
auxiliar administrativo do posto sentinela no bairro sincerino para atendimento dos suspeitos de covid  para fins de enfrentamento da emergência de saúde pública de importância internacional decorrente do novo coronavírus causador da covid,0
motorista do posto sentinela no bairro vermelhão para atendimento dos suspeitos de covid  para fins de enfrentamento da emergência de saúde pública de importância internacional decorrente do novo coronavírus causador da covid,0
prestação dos serviços como enfermeiro com atribuições diretas na secretaria municipal de saúde e saneamento semsas para suprir essencial necessidade desse município,1
prestação dos serviços como técnico de enfermagem com atribuições diretas na secretaria municipal de saúde e saneamento semsas para suprir essencial necessidade desse município,1
prestação de serviços de tecnica de enfermagem do posto sentinela no bairro vermelhão para atendimento dos suspeitos de covid  para fins de enfrentamento da emergência de saúde pública de importância internacional decorrente do novo coronavírus causador da covid  conforme condições quantidades e exigências estabelecidas no contrato para atender o município de corrente estado do piauí,1
prestação de serviços de recepcionista do posto sentinela no bairro vermelhão para atendimento dos suspeitos de covid  para fins de enfrentamento da emergência de saúde pública de importância internacional decorrente do novo coronavírus causador da covid  conforme condições quantidades e exigências estabelecidas no contrato para atender o município de corrente estado do piauí,0
prestação de serviços de auxiliar de serviços gerais do posto sentinela no bairro vermelhão para atendimento dos suspeitos de covid  para fins de enfrentamento da emergência de saúde pública de importância internacional decorrente do novo coronavírus causador da covid  conforme condições quantidades e exigências estabelecidas no contrato para atender o município de corrente estado do piauí,0
a contratada ao assinar este contrato temporário aceita todas as exigências da contratante visando desenvolver trabalho de técnico de enfermagem de saúde na localidade povoado retiro ficando subordinado diretamente à secretaria municipal de saúde declarando que não acumula esta função em outro municipio,1
contratada se obriga a prestar serviços como atendente da rede socioassistencial no cras morada do sol neste município executara ações de enfretamento da pandemia covid  como o aumento da capacidade de atendimento da rede socioassistencial às familias e indivíduos em situação de risco e vulnerabilidade social a preservação da oferta regular e essencial dos serviços programas e benefícios socioassistenciais por meio da reorganização da oferta com vistas ao atendimento das medidas de prevenção cautela e redução do risco de transmissão da covid  e o desenvolvimento de ações voltadas à proteção social orientação e informação da população em situação de vulnerabilidade e risco social com vistas à prevenção da covid e disseminação do virus publicação original em  página retificação com mudança do objeto publicado e do número do contrato no diario do dia  pagina quando mudou o  do contrato de para e o local de prestação de serviços mudou do creas para cras morada do sol,0
contrato de prestação de serviços na função de medico no centro de enfrentamento do covid com carga horaria de horas trabalhada no municipio,1
contrato de prestação de serviços na função de assistente social no centro de enfrentamento do covid  com carga horaria de horas trabalhada no municipio,0
contrato de prestação de serviços na função de psicologa no centro de enfrentamento do covid com carga horaria de horas trabalhada no municipio,0
contrato de prestação de serviços na função de motorista no centro de enfrentamento do covid com carga horaria de horas trabalhada no municipio,0
contrato de prestação de serviços na função de auxiliar de serviços gerais no centro de enfrentamento do covid com carga horaria de horas trabalhada no municipio,0
contrato de prestação de serviços na função de enfermeiro no centro de enfrentamento do covid com carga horaria de horas trabalhada no municipio,1
aquisição de toten dispenser banner outdoors cartaz protetor facial para enfrentamento do covid,0
medico ginecologista obstetra para atendimento das demandas da ubs santa rita na sede do município de tamboril do piaui,1
contratação de empresa especializada no fornecimento de materiais de consumo a serem utilizados por esta secretaria municipal de planejamento e coordenação semplan em virtude da pandemia do covid  item especificação papel toalha formato crepado interfolhas com dobras medindo x cm impureza maxima mm m conforme norma tappi t om  absorção maxima s unid pacote folhas quant valor unit,0
contratação de empresa especializada no fornecimento de materiais de consumo a serem utilizados por esta secretaria municipal de planejamento e coordenação semplan em virtude da pandemia do covid  item especificação água sanitaria solução aquosa principio ativo hipoclorito de sodio plastica contendo ml produto com registro no ministerio da saude hipoclorito de sodio hidroxido de sodio e agua teor ativo entre e p p unid l valor unit r,0
contratação de empresa especializada no fornecimento de materiais de consumo a serem utilizados por esta secretaria municipal de planejamento e coordenação semplan em virtude da pandemia do covid  item especificação detergente líquido perfumado com ph neutro para uso em saboneteria diluição pronto para uso unid frasco de ml quant valor unit,0
contratação de empresa especializada no fornecimento de materiais de consumo a serem utilizados por esta secretaria municipal de planejamento e coordenação semplan em virtude da pandemia do covid  item especificação guardanapo de papel medindo x cm em folha simples tipo liso cor branca alvura superior a conforme norma isso impureza maxima mm m conforme norma tappi t om  unid pacote unid quant valor unit r,0
contratação de empresa para montagem de call center com central de comunicação ip funcionando todos os dias das h às h com operadores de modo que a população possa entrar em contato de forma gratuita através de um número permitindo que os operadores possam tranferir as ligações para os médicos que podem acessar o ramal remotamente por voz e vídeo destinados a atender as necessidades da fundação municipal de saúde de teresina para enfrentamento da emergência de saúde pública decorrente da covid  ratificação publicada em pg,0
serviço de manutenção corretiva incubadora marca olidef cz serie b,0
contratação de empresa para aquisição de uma ferramenta que permita a realização de audiências de conciliação reuniões dos defensores diretoria administrativa via internet com vídeo áudio e texto bem como promova a participação de convidados remotos em eventos presenciais e a distância com transmissão através das redes sociais e ou canais internos,0
dispensa de licitação para contratar empresa fornecedora de serviço de mão de obra especializada para identificação visual e sinalização da agência de tecnologia da informação  ati em caratér emergencial,0
o presente documento tem por objeto incluir a fonte de recurso constante na cláusula sétima que passará após a assinatura do presente termo,0
contratação de empresa para locação de tendas e grades disciplinadoras para utilização em frente a agencia bancaria da caixa econômica do município de água branca no enfrentamento da covid  pelo um período de trinta dias o presente termo aditivo tem por objeto a prorrogação de prazo em relação ao do contrato originário datado em de maio de com vigência até de junho nos termos do art ii da lei  do primeiro aditivo de junho de até de julho de com a prorrogação o novo prazo inicia se em de julho de até de agosto de,0
aquisição de equipamentos destinados a sala de isolamento para pacientes suspeitos do novo coronavirus e outros equipamentos para estruturação do hospital municipal utilizado no enfrenlamenlo e combate a emergência de saúde pública de importância internacional decorrente do novo corona vírus covid  no município de abreu pi,0
contratação de profissional para prestação de serviços no cargo de fiscal de vigilância sanitária ao covid  secretaria municipal de saúde no municipio de avelino lopes pi,0
contratação para atender a necessidade temporária de excepcional ineteresse público conforme art inciso iii da lei especificamente na prestação de serviços no cargo de orientador,0
contratação para atender a necessidade temporária de excepcional ineteresse público conforme art inciso da lei especificamente na prestação de serviços no cargo de orientador,0
objeto contratação para atender a necessidade temporária de excepcional interesse público conforme art  inciso ili da lei especificamente na prestação de serviços no cargo de coordenadora da comissão de covid,0
contratação para atender a necessidade temporária de excepcional ineteresse público conforme art inciso ili da lei especificamente na prestação de serviços no cargo de orientador,0
contratação de empresa de engenharia especializada para reformas emergenciais visando melhorias nas estruturas fisicas e sanitarias nas ubs francisco das chagas gomes no conjunto são joao vivili bairro estação dirceu mendes arcoverde no assentamento santa maria e ubs tabocas na localidade de tabocas ambas no municipio de capitao de campos pi,0
o objeto deste instrumento prorrogar a vigência do contrato acima nominado até de setembro de bem como acrescer o valor do contrato original em r dez mil reais a serem pagos em uma parcela referentes a locação nos dias de agosto a de setembro de haja vista defesa de interesses de ordem administrativa fundamentando na lei  e suas alterações posteriores,0
contratação de empresa especializada na prestação de serviços de treinamento e suporte no sistema e sus pec cds e e sus ve para o centro de enfrentamento do covid,0
prestação de serviços na busca ativa dos sintomáticos respiratórios para diagnóstico precoce do covid  e promoção e prevenção da saúde no município de padre marcos pi,0
prestação de serviços de apoio a unidade de tratamento de covid  do municipio de padre marcos pi,0
contratacao de empresa especializada em serviços de engenharia para prestaçao de serviços de reforma predial do imovel de propriedade da prefeitura municipal de parnaiba localizado na avenida rosapolis no bairro sao vicente de paula para conservacao do patrimonio publico que sera usado para suprir as necessidades do municipio no periodo de enfrentamento ao covid,0
o contratado se obriga a prestar serviços como atendente da rede socioassistencial no cras parque de exposição neste município executara ações de enfretamento da pandemia covid  como o aumento da capacidade de atendimento da rede socioassistencial às famílias e indivíduos em situação de risco e vulnerabilidade social a preservaçao da oferta regular e essencial dos serviços programas e benefícios socioassistenciais por meio da reorganização da oferta com vistas ao atendimento das medidas de prevenção cautela e redução do risco de transmissão da covid  e o desenvolvimento de acões voltadas à protecão social orientação e informação da população em situação de vulnerabilidade e risco social com vistas à prevenção da covid  e disseminação do vírus,0
contratação emergencial de empresa para aquisição de produtos para uso oe combate ao covid  para atender as necessidades do munlcipío de porto pi,0
contratação de empresa especializada para prestar os serviços de locação de um veículo destinados ao transporte de de pacientes suspeitos covid  ao centro de atendimento de covid na ubs eva ferreira lima na localidade cristalina,0
contratação em caratér de emergencia nos termos da lei de profissional de tecnico em enfermagem para prestação de serviços no atendimento aos casos suspeitos do covid  na ubs eva ferreira lima centro de atendimento ao covid na localidade cristalina,1
contratação em caratér de emergencia nos termos da lei de profissional de auxiliar de serviços gerais para prestação de serviços na ubs eva ferreira lima centro de atendimento ao covid  na localidade cristalina,0
errata com a inserção de mais um contratado aquisição de alimentos não pereciveis para atender a demanda das secretarias municipais de são joão do piauí para o combate ao coronavirus covid,0
publicação original no diario do dia    pagina errata com a inserção de mais um contratado aquisição de alimentos não perecíveis para atender a demanda das secretarias municipais de são joão do piauí para o combate ao coronavirus covid  apostilamento para alteração da dotação orçamentária,0
o presente contrato tem por objeto contratação de técnica em enfermagem para prestação de serviços para enfrentamento da pandemia ocasionada pelo novo coronavírus covid  junto ao hospital municipal zuca batista por plantão,1
contratação de empresa de engenharia para execução dos serviços de uma ubs  unidade básica de saúde localizada na comunidade tucuns municipio de uruçuí pi,0
prestação de serviços pelo a contratado a ao contratante no âmbito da secretaria municipal de saúde de uruçui pi para atuar como enfermeira volante na zona rural deste municipio no atendimento de enfermagem e com pacientes contactantes do covid,1
contratação de empresa especializada para a confecção e instalação de totens dispensadores de álcool em gel tam x em metalon e pvc em atendimento as necessidades da secretaria municipal de saúde como medida de prevenção e combate a emergência de saúde pública decorrente do novo coronavírus covid no municipio de antônio almeida pi,0
contratação para atender a necessidade temporária de excepcional interesse público conforme art r inciso ili da lei especificamente na prestação de serviços no cargo de tecnica de enfermagem,1
contratação para atender a necessidade temporária de excepcional interesse público conforme art g inciso ili da lei especificamente na prestação de serviços no cargo de motorista,0
contratação para atender a necessidade temporária de excepcional interesse público conforme art inciso ili da lei especificamente na prestação de serviços no cargo de tecnica de enfermagem,1
contratação de profissional para prestação de serviços de enfermeira para secretaria municipal de saúde no municipio de avelino lopes pi,1
execução dos serviços de motorista objetivando atender a necessidade de reforçar as equipes da secretaria de saúde do município de caraúbas do piauí pi na atuação frente à pandemia do novo coronavírus de interesse secretaria de saúde do município de caraúbas do piauí pi,0
contratação de profissionais da saúde para atuarem no enfrentamento à pandemia do covid  no município de cocal pi em conformidade com lei orgânica do município e legislação pertinente enfermeira,1
o presente termo tem por objeto o credenciamento de profissionais na área de psicologia conforme condições estabelecidas no edital,0
credenciamento de profissionais da area da saúde medico enfermeiro tecnico em enfermagem e tecnico em laboratório para atuarem na ações de enfrentamento da pandemia causado pelo novo coronavirus secretaria municipal de saúde de floriano estabelecidas no edital tecnico enfermagem,1
credenciamento de profissionais da area da saúde medico enfermeiro tecnico em enfermagem e tecnico em laboratório para atuarem na ações de enfrentamento da pandemia causado pelo novo coronavirus secretaria municipal de saúde de floriano estabelecidas no edital enfermeira,1
credenciamento de pessoas fisicas interessadas na prestaçao dos serviços de profissionais nos cargos de segurança e serviços e apoio de limpeza para realizar higienizaçao dos ambientes e equipamentos do setor covid por meio de processos de limpeza adequados para atuarem na ações de enfrentamento da pandemia causado pelo novo coronavirus desenvolvidas pela secretaria municipal de saúde de floriano serviços e apoio de limpeza,0
prestaçao de serviços na elaboração do plano de contingencia plano de gerenciamento de residuos do serviço de saúde e código sanitario municipal com foco nos protocolos de combate ao covid  no municipio de fronteiras,0
contratação por tempo determinado de agente epidemiológico para combate a pandemia do novo coronavirus no municipio de joca marques,0
contratação por tempo determinado de técnico de enfermagem no centro e enfrentamento do covid  no municipio de joca marques,1
contratação por tempo determinado de enfermeiro no centro de enfrentamento do covid  no municipio de joca marques,1
contratação por tempo determinado como medico no centro de enfrentamento do covid  no município de joca marques,1
contratação de empresa para realização de exames laboratoriais diversos para diagnostico e monitoramento do covid  no municipio de monsenhor hipólito pi,0
contratação de empresa para planejamento organização capacitação orientação para campanhas educativas de educação em saúde para prevenção da infecção humana pelo novo coronavírus covid  através de metodologia remota,0
o presente contrato tem por objeto a prestação de serviço de médico para atuar nas unidades de estratégia de saude da familia uesf no periodo de junho a agosto de no municipio de parnaiba pi de interesse da secretaria municipal de saude,1
compra de tres pulverizadores e quaternário de amônia para a vigilância sanitária realizar a dedetização dos órgãos públicos municipais das ruas de ribeira do piauí  pi,0
profissional de auxiliar de serviços gerais para prestação de serviços durante a pandemia do covid  na ubs eva ferreira lima centro de atendimento ao covid  na localidade cristalina município de são braz do piauí,0
profissional especializado de enfermagem para prestação de serviços no atendimento aos casos suspeitos do covid  na ubs eva ferreira lima centro de atendimento ao covid na localidade cristalina município de são braz do piauí pi,1
contratação para o objetivo do presente contrato é a prestação de serviços como médico na secretaria de saúde do municipio de são joão da canabrava pl para atuação no centro de atendimento para enfrentamento à covid  em caráter excepcional e temporario,1
o objeto do presente termo aditivo é a alteração quantitativa do contrato  relativo a contratação dos serviços de fornecimento de leitos de hospedagem apartamento solteiro para atender os profissionais envolvidos diretamente no combate a novo coronavírus na cidade de teresina pi por mais meses,0
carrinhos container para coleta seletiva de lixo,0
aquisição de combustível extrato de contrato publicado originalmente em pg,0
aditivo de locação de tendas e grades disciplinadoras para utilização em frente a agencia bancaria da caixa econômica do município de água branca no enfrentamento da covid  prorrogação de prazo em relação ao do contrato originário datado em de maio de com vigência até de junho nos termos do art ii da lei  do primeiro aditivo de junho de até de julho de do segundo aditivo de julho de até de agosto de com a prorrogação o novo prazo inicia se em de agosto de até de setembro de,0
contratação de empresa para locação de tendas para as barreiras sanitárias do município de água branca no combate da covid  pelo um período de trinta dias,0
termo aditivo ao contrato de contratação de empresa para locação de tendas para as barreiras sanitárias do município de água branca o combate da covid  o presente termo aditivo tem por objeto a prorrogação de prazo em relação ao do contrato originário datado em de junho de com vigência até de julho nos termos do art ii da lei  em decorrência da prorrogação o contrato vigerá de de julho de até de agosto de,0
pelo termo aditivo de contrato o contratante e o contratado legalmente representados tem justo e aditado o contrato de fornecimento de serviços gráficos de confecção de panfletos com informações à população sobre a prevenção e combate ao covid  pandemia de coronavírus no município de bertolínia no forma e condições estabelecidos no processo de dispensa  dl,0
contratação de empresa especializada em atividade de contabilidade,0
aquisição de sabonete liquido para a secretaria municipal de assistencia social destinados ao enfrentamento da emergencia de saúde pública decorrente do novo coronavirus covid  no municipio de itainopolis pi,0
aquisição de sabonete liquido para a secretaria municipal de educacao destinados ao enfrentamento da emergencia de saúde pública decorrente do novo coronavirus covid  no municipio de itainopolis  pi,0
constitui objeto do presente termo aditivo a autorização do acréscimo de cinquenta por cento do valor inicial do contrato originário da dispensa em face da necessidade para a aquisição de gêneros alimentícios para concessão e ofertas de cestas básicas para atender as famílias em situação de vulnerabilidade atendidas pelo cras em decorrência da pandemia do covid  bem como a inclusão da fonte de recuso fmas lei complementar na cláusula terceira do contrato,0
o objeto do presente contrato é a contratação de servidor temporário para atender a excepcional lnteresse público para a prestação de serviços na função de psicólogo com carga horária de horas semanais função a ser desempenhada no municipio de novo oriente pi atendidas as determinações da secretaria municipal de assistência social,0
o objeto do presente contrato é a contratação de servidor temporário para atender a excepcional interesse público visando a prestação de serviços na função de agente da vigilancia sanitária com carga horária de horas semanais função a ser desempenhada no municipio de novo oriente pi atendendo as determinações da secretaria municipal de saúde,1
aquisição de materiais de construção destinados a construção do centro de atendimento a população visando o combate a covid  em construção na av joão rufino da silva bairro gil marques novo oriente do piauí conforme especificações na planilha orçamentária deste processo de dispensa de licitação n contrato publicado dia pg,0
aquisição de recargas de gas de cozinha para atender as necessidades do hospital de campanha nossa senhora de fatima da secretaria de saude do municipio de,0
aquisiçao de material de limpeza para atender as necessidades do creas da secretaria de desenvolvimento social e cidadania do municipio de parnaiba pi para o periodo de agosto a dezembro de como medida de enfrentamento ao covid,0
relacao de material de expediente para as acoes de enfrentamento do covid  de acordo com a portaria de    no periodo de agosto a dezembro de objetivando eventual aquisiçao de material de expediente para atender as necessidades do municipio de parnaiba pi,0
aquisiçao de material de limpeza para atender as necessidades do centro pop da secretaria de desenvolvimento social e cidadania do municipio de parnaiba pi para o periodo de agosto a dezembro de como medida de enfrentamento ao covid,0
contratação de empresa para prestação de serviço de manutenção corretiva e preventiva dos ventiladores mecânicos do samu para suprir necessidades da secretaria municipal de saúde do municipio de simplicio mendes pi,0
contratação de uma empresa especializada para a aquisição de equipamentos de informática por via de processo de adesão a ata de registro de preço a fim de atender a secretaria municipal da cidadania assistência social e políticas integradas semcaspi sede e suas unidades assistenciais de atendimento conforme condições quantidades e exigências estabelecidas neste instrumento,0
contratação de empresa especializada no fornecimento de materiais de consumo a serem utilizados pela superintendência de desenvolvimento urbano centro  norte em virtude da pandemia do covid  lote unidade de medida pacote com folhas quantidade especificação papel toalha formato crepado interfolhas com dobras medindo x cm impureza valor unitário r,0
aquisição de material gráfico,0
contratação de pessoa jurídica para serviço de publicidade volante de informações institucionais durante a pandemia do covid  a qual está fundamentado no ar li da lei normas gerais de licitação e contratos o presente termo aditivo tem por objetivo a alteração da quinta cláusula do contrato    td semsas de de junho de prorrogando a vigência do mesmo por igual período sessenta dias,0
contratação em caratér de emergencia nos termos da lei de profissional de tecnico em contabilidade para prestação de serviços no atendimento aos casos suspeitos do covid  na ubs eva ferreira lima centro de atendimento ao covid na localidade cristalina município de são braz do piauí pi do valor de rs um mil e quarenta e cinco de insalubridade mensais,0
prorrogação do prazo de vigência contratual por três meses a contar da data referente ao contrato,0
por este aditivo contratual fica prorrogado o prazo do contrato   a  oriundo do processo seletivo emergencial simplificado  no periodo de de julho de a de novembro de,0
por este aditivo contratual fica prorrogado o prazo do contrato  oriundo do processo seletivo emergencial simplificado  no período de de julho de a de novembro de,0
por este aditivo contratual fica prorrogado o prazo do contrato  oriundo do processo seletivo emergencial simplificado  no periodo de de julho de a de novembro de,0
por este aditivo contratual fica prorrogado o prazo do contrato  oriundo do processo seletivo emergencial simplificado  no periodo de de julho de a do novembro do,0
por este aditivo contratual fica prorrogado o prazo do contrato  oriundo do processo seletivo emergencial simplificado  no periodo de de julho de a do novembro de,0
por este aditivo contratual fica prorrogado o prazo do contrato  oriundo do processo seletivo emergencial simplificado n no periodo de de julho de a de novembro de,0
o presente termo tem por objeto o credenciamento de pessoas fisicas interessadas na prestação dos serviços de profissionais nos cargos de segurança e serviços de apoio de limpeza para realizar higienização dos ambientes e equipamentos do setor covid por meio de processos de limpeza adequados para atuarem nas ações de enfrentamento da pandemia causado pelo novo coronavirus desenvolvidas pela secretaria municipal de saúde de floriano,0
contratação de empresa para locação de dois veiculos para prestar serviço no combate ao covid  junto a secretaria municipal de saúde  guadalupe pi em caráter de urgência para o enfrentamento da emergência de saúde pública de acordo com a lei de de fevereiro de e o decreto municipal  e suas prorrogações conforme condições quantidades e exigências estabelecidas neste instrumento,0
fiscal da vigilância sanitária no combate ao covid,0
tecnico em enfermagem,1
serviços de motorista,0
seviços gerais,0
contratação de empresa em caráter emergencial para criação edição e revisão de conteúdo e materiais publicitários relacionados a campanha de conscientização sobre a pandemia do covid para o municipio de morro cabeça no tempo pi,0
aquisiçao de generos alimenticios destinados a merenda escolar dos alunos atendidos na rede municipal de ensino modalidade fundamental atendendo a portaria seduc pi adm n° e resolucao do ministerio da educacao n° de de abril de em anexo que dispoe da distribuiçao de kits de alimentacao escolar com recursos do pnae durante a suspensao de aulas devido ao enfrentamento da emergencia de saude publica devido a covid,0
aquisição de generos alimenticios para secretaria de desenvolvimento social e cidadania do municipio de parnaiba destinados a montagem de cestas basicas para distribuicao entre as familias em vulnerabilidade,0
aquisiçao de generos alimenticios para atender as necessidades do centro pop da secretaria de desenvolvimento social e cidadania do municipio de parnaiba pi como medida de enfrentamento ao covid  conforme portaria n® de de maio de do ministerio da cidadania,0
aquisiçao de material de limpeza para atender as necessidades das secretarias do municipio de parnaiba pi materiais destinados as açoes de enfrentamento a covid,0
aquisição de serviços de limpeza,0
contratação de empresa para fornecimento de material permanente ar condicionado destinados ao enfrentamento da emergência de saúde pública de importância nacional internacional decorrente do coronavírus para atender as necessidades do hospital daniel carlos de andrade hdca do município de ltaueira pi,0
aquisição de móveis e eletrodomesticos para atender a demanda da secretaria de saúde do municipio de miguel leão pi no combate ao covid,0
pedido de combustivel para atender as acoes de prevencao e enfrentamento ao covid  nas sete unidades do cras no periodo de agosto a dezembro de,0
aquisiçao de combustivel para automovel fiat doblo atractive l placa nir para atender as necessidades do abrigo institucional para criancas e adolescentes da secretaria de desenvolvimento social e cidadania do municipio de parnaiba pi para o periodo de agosto a dezembro de como medida de enfrentamento ao covid,0
prestação de serviços técnicos especializados como medico para atendimento no centro de enfrentamento da covid  junto à secretaria municipal de saúde deste município,1
aquisição de materiais de higiene e limpeza para enfrentamento do covid,0
prorrogação do contrato n° por mais três meses a partir do dia de outubro de tendo como termo final o dia de janeiro de e suprimir ao objeto contratado em cinquenta por cento do valor inicial atualizado do contrato passando a ser a locação somente de leitos para hospedagem para atender aos profissionais diretamente envolvidos no combate ao covid  em teresina,0
contrataçao de pessoa fisica para os serviços de carros de som nas divulgações das ações destinados ao enfretamento da emergência decorrente do coronavírus covid  para atender as demandas da secretaria municipal de saúde de união pi de acordo com a proposta e documentos que integram o processo administrativo  valor unitario do serviço contratado r vinte e um reais e setenta e sete centavos horas total de três mil e seiscentas horas,0
serviço de fiscalização vigilância em saúde visita em residências e estabelecimento comerciais borrifação de vias e prédios públicos e privados fiscalização em barreiras sanitárias entre outros serviços de interesse da secretaria municipal de saúde de bertolinia na prestação e contenção do avanço da covid  coronavírus,0
serviço de fiscalização vigilância em saúde visitas em residências e estabelecimentos comerciais borrifação de vias e prédios públicos e privados fiscalização em barreiras sanitárias entre outros serviços de intensse da secretaria municipal de saúde de bertolínia na prevenção e contenção do pandemia da covid  coronavírus,0
contratação de empresa para prestação de serviços de divulgação de campanha no combate a covid no municipio de boqueirão do piauí pi,0
